;loss;accuracy;val_loss;val_accuracy;time
0;2.7099225521087646;0.10867451131343842;2.7085378170013428;0.0658823549747467;213.5495536327362
1;2.708319902420044;0.06738126277923584;2.7084808349609375;0.06577777862548828;428.6686849594116
2;2.708496332168579;0.066318079829216;2.7085297107696533;0.0649411752820015;646.2720243930817
3;2.7083683013916016;0.06609150022268295;2.708402395248413;0.0649411752820015;869.2077386379242
4;2.708198308944702;0.06609150022268295;2.7081053256988525;0.06504575163125992;1086.8918330669403
5;2.467586040496826;0.15697893500328064;2.2633938789367676;0.22101961076259613;1304.6082215309143
6;2.1337921619415283;0.25831228494644165;2.0906243324279785;0.26996079087257385;1526.2461919784546
7;1.9280539751052856;0.3257748782634735;1.930938482284546;0.33176469802856445;1739.239287853241
8;1.6518027782440186;0.4234364628791809;1.744645595550537;0.4059084951877594;1964.0190007686615
9;1.4152237176895142;0.510745108127594;1.7144174575805664;0.43398693203926086;2183.3675310611725
